Project Id,Region,Country,Project Status,Project Name,Project Development Objective,Implementing Agency,Consultant Services Required,Project URL,Board Approval Date,Project Closing Date,Last Stage Reached,Financing Type,Current Project Cost,IBRD Commitment,IDA Commitment,Total IDA and IBRD Commitment,Grant Amount,Borrower,Lending Instrument,Environmental Assessment Category,Environmental and Social Risk,Sector 1,Sector 2,Sector 3,Theme 1,Theme 2
P165365,Latin America and Caribbean,Plurinational State of Bolivia,Dropped,Sustainable Household Irrigation Project,The project development objective is to provide irrigation and promote improved agricultural technologies among poor rural household s in selected areas.,Ministry of Environment and Water,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P165365,,,,,0,,,0,,Plurinational State of Bolivia,Investment Project Financing,B,,,,,,
P165563,Latin America and Caribbean,Argentine Republic,Dropped,AR Housing Finance Development,Develop a sound and growing residential mortgage market with access for lower income population,,,https://projects.worldbank.org/en/projects-operations/project-detail/P165563,,,,,0,,,0,,,Investment Project Financing,C,,,,,,
P168338,Latin America and Caribbean,Republic of Panama,Dropped,Fourth Programmatic Shared Prosperity Development Policy Financing,"The objectives of the DPF series are to:
ï	Strengthen the frameworks for international tax transparency, financial integrity, and fi scal management
ï	Strengthen institutional arrangements to support social assistance and education
ï	Enhance the regulatory and sust ainability framework in the energy and water sectors",,,https://projects.worldbank.org/en/projects-operations/project-detail/P168338,,,,,0,,,0,,,Development Policy Lending,,,,,,,
P171362,Latin America and Caribbean,Republic of Honduras,Pipeline,Honduras: Early Childhood Development Pilot with Afro Honduran Communities in the Atl·ntida,"The development objective is to improve early childhood development among children under 5 years of the Atl·ntida department. 
The P roject will have a particular emphasis on vulnerable population living below the poverty line in eight municipalities (Tela, Arizona , Esparta, Jutiapa, La Masica, La Ceiba, San Francisco, and El Porvenir) with predominantly Afro-Honduran communities - Garifunaís p opulation.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P171362,,,,,2707000,,,2707000,,,Investment Project Financing,,,,,,,
P174289,Latin America and Caribbean,Republic of Panama,Dropped,Panama Sustainable Rural Development and Biodiversity Conservation,To contribute to improved protected areas management and promote access to inclusive and biodiversity-friendly economic opportunitie s in project areas.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P174289,,,,,0,,,0,,,Investment Project Financing,,,,,,,
P174619,Latin America and Caribbean,Federative Republic of Brazil,Pipeline,"Reducing flood risks and improving living conditions in Ribeirao Isidoro Basin, Belo Horizonte",To reduce flood risks and improve the living conditions of vulnerable people in selected areas of Ribeir„o Isidoro basin in the Borr owerís territory.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P174619,,,,,0,,,0,,,Investment Project Financing,,,,,,,
P176489,Latin America and Caribbean,Republic of Colombia,Pipeline,Promoting the Development of Resilient Cities in Colombia,To improve service delivery and access to basic services by financing resilient infrastructure investment by subnational entities an d service providers.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P176489,,,,,0,,,0,,,Investment Project Financing,,,,,,,
P178622,Latin America and Caribbean,Republic of Ecuador,Pipeline,Harnessing the Potential of Forests and Biodiversity for Sustainable Development in Ecuador,To strengthen sustainable forest management and selected bioeconomy value chains in targeted landscapes.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P178622,,,,,0,,,0,,,Investment Project Financing,,,,,,,
P179037,Latin America and Caribbean,Republic of Peru,Pipeline,Irrigation for Climate Resilient Agriculture,The project development objective (PDO) is to improve the sustainability and efficacy of water services for irrigation and the produ ctivity of water on family farms in selected areas that are vulnerable to climate change.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P179037,,,,,0,,,0,,,Investment Project Financing,,,,,,,
P179539,Latin America and Caribbean,St. Lucia,Pipeline,Saint Lucia Sustainable Recovery Development Policy Credit,"The DPC aims to support the recovery of Saint Lucia toward a sustainable and resilient economy, through (i) Strengthening fiscal sus tainability and responsibility; (ii) Promoting economic growth that is more environmentally sustainable and resilient.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P179539,,,,,0,,,0,,,Development Policy Lending,,,,,,,
P180430,Latin America and Caribbean,Federative Republic of Brazil,Pipeline,Brazil: Pernambuco Rural Water and Sanitation Project (PROSAR),Increase access to sustainable water supply and sanitation for rural communities in the state of Pernambuco.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P180430,,,,,0,,,0,,,Investment Project Financing,,,,,,,
P180475,Latin America and Caribbean,Republic of Honduras,Pipeline,Additional Financing for Honduras Restoring Essential Services for Health and Advancing Preparedness for Emergencies Project,"The objectives of the Project are to: (i) improve utilization of reproductive and child health services in priority regions, (ii) st rengthen public health capacities for emergency preparedness, and (iii) in case of an Eligible Crisis or Emergency, respond promptly  and effectively to it.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P180475,,,,,0,,,0,,,Investment Project Financing,,,,,,,
P180512,Latin America and Caribbean,Dominican Republic,Pipeline,Dominican Republic Distribution Efficiency Improvement and Utility Strengthening Project,The project development objective is to increase the environmental and financial sustainability of the electricity distribution comp anies in the Dominican Republic.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P180512,,,,,0,,,0,,,Investment Project Financing,,,,,,,
P180555,Latin America and Caribbean,Federative Republic of Brazil,Pipeline,Proactive Safe and Resilient Investment and Maintenance Program for Roads in Bahia,"Improve access to services and markets for the rural population in Selected Regions of Bahia State in a safe, climate-resilient, inc lusive and sustainable form.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P180555,,,,,0,,,0,,,Investment Project Financing,,,,,,,
P180566,Latin America and Caribbean,Republic of Colombia,Pipeline,Equitable and Green Path Development Policy Financing,"The development objective of the proposed operation is to support measures that promote (i) more equitable and green fiscal policies , (ii) productive and social inclusion for vulnerable groups, and (iii) inclusive and green private sector development.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P180566,,,,,0,,,0,,,Development Policy Lending,,,,,,,
P180648,Latin America and Caribbean,Republic of Colombia,Pipeline,Closing the digital gap in Colombia,The PDO is to close the digital gap and to foster digital uptake in underserved and unserved areas of Colombia.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P180648,,,,,0,,,0,,,Investment Project Financing,,,,,,,
P055479,Latin America and Caribbean,Argentine Republic,Dropped,REFORM OF JUSTICE SYSTEM,"THE PROJECT WILL IMPROVE THE ADMINISTRATION, ESTABLISH TRAINING FACILITIES, IMPROVE ACCESS TO JUSTICE, AND THE ROLE OF THE LEGAL PROFESSION AS THEY RELATE TO IMPLEMENTATION OF THE JUDICIAL COUNCIL.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P055479,,,,,0,,,0,,,Technical Assistance Loan,C,,Law and Justice,,,,
P092953,Latin America and Caribbean,Republica Bolivariana de Venezuela,Dropped,Venezuela Urban & Rural Water Supply and Sanitation,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P092953,,,,,0,,,0,,,Adaptable Program Loan,B,,Water Supply,Sanitation,,,
P130006,Latin America and Caribbean,Republic of Honduras,Pipeline,Innovative Approaches to Addressing Citizen Security in Poor Urban Communities in the San Pedro Sula Metropolitan Area;,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P130006,,,,,0,,,0,,,Investment Project Financing,C,,Social Protection,,,,
P130843,Latin America and Caribbean,Latin America,Pipeline,Improving Vital and Health Statistics in The Americas for Socio-Economic Monitoring,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P130843,,,,,0,,,0,,,Investment Project Financing,C,,Health,,,,
P131109,Latin America and Caribbean,Dominican Republic,Dropped,DO Flexible Employment System Project (FESP),The development objective of this project is to improve the income and employment rates of poor unemployed persons and poor idle youth by supporting the implementation of a temporary employment Program and a youth training program.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P131109,,,,,20000000,,,20000000,,,Investment Project Financing,B,,Social Protection,Workforce Development and Vocational Education,,,
P095458,Latin America and Caribbean,United Mexican States,Dropped,MX Phase II Tertiary Education Student Assistance Project,DON'T PUB DROPPED,,,https://projects.worldbank.org/en/projects-operations/project-detail/P095458,,,,,0,,,0,,,Adaptable Program Loan,C,,Tertiary Education,Other Public Administration,,,
P006951,Latin America and Caribbean,Republic of Costa Rica,Dropped,Forestry and Natural Resources Conservation Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006951,,,,,,,,,,,Specific Investment Loan,B,,,,,,
P006876,Latin America and Caribbean,Republic of Colombia,Dropped,FORSTRY & ENVIRON,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006876,,,,,,,,,,,Specific Investment Loan,,,,,,,
P006525,Latin America and Caribbean,Federative Republic of Brazil,Dropped,Rio de Janeiro Early Childhood Development Project,"SUPPORT FOR EXPANDING ACCESS TO EDUCATION, HEALTH AND SOCIAL SERVICES FOR LOW INCOME CHILDREN 0-6 YEARS OLD AND THEIR FAMILIES INCLUDING IMPROVED INTEGRATION OF SERVICES ACROSS SECTORS.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P006525,,,,,0,,,0,,,Specific Investment Loan,B,,Early Childhood Education,Health,Social Protection,,
P007324,Latin America and Caribbean,Republic of Haiti,Dropped,Basic Education Project,"TO ASSIST GOVERNMENT'S EFFORTS TO EXPAND COVERAGE, INCREASE EFFICIENCY, AND IMPROVE QUALITY OF BASIC EDUCATION.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P007324,,,,,0,,,0,,,Specific Investment Loan,C,,Primary Education,Central Government (Central Agencies),Sub-National Government,,
P036005,Latin America and Caribbean,United Mexican States,Dropped,Environmental Management & Decentralization Project (PROMAD),THE PROJECT WILL STRENGTHEN ENVIRONMENTAL MANAGEMENT CAPACITY IN MEXICO.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P036005,,,,,0,,,0,,,Specific Investment Loan,C,,(Historic)Environmental institutions,,,,
P074795,Latin America and Caribbean,United Mexican States,Dropped,MX Technical Assistance for Public Sector Social Security Reform (ISSSTE),"This Technical Assistance Loan will accompany the Programmatic Sector Adjustment Loan to support the Government of Mexico in:  a) improving the fiscal efficiency of social security benefits, especially pensions and health services, for public employees in Mexico; and b) enhancing the governance of public social security through corporate restructuring of ISSSTE and the establishment of regulatory framework for private sector participation in benefit provision.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P074795,,,,,0,,,0,,,Technical Assistance Loan,C,,Health,Insurance and Pension,,,
P157355,Latin America and Caribbean,Republic of Peru,Dropped,PE:  Digital Inclusion Project,"12. The proposed Development Objective is to (i) increase access to broadband services in selected rural areas of the country, and t o (ii) improve livelihoods and foster economic development in selected rural areas through a better use of technology.

13. The PDOi s consistent with The World Bank twin goals. The recent World Development Report 2016 (WDR16) on ÄúDigital Dividendsù stresses the f act that uneven access to digital technologies, mainly broadband, may exacerbate inequalities within citizens, especially in lower i ncome segments of the population. This project is specifically aimed at bringing rural areas, which represent the lowest incomelevel s in the country, to the digital world by connecting them with reliable and affordable high speed networks.",,TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P157355,,,,,147630000,,,147630000,,,Investment Project Financing,B,,,,,,
P157568,Latin America and Caribbean,Republic of El Salvador,Dropped,SV Local Governance and Economic Development,The Project development objective is to improve the capacity of Mancomunidades and Municipalities in El Salvador to support local economic development.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P157568,,,,,105000000,,,105000000,,,Investment Project Financing,B,,,,,,
P162877,Latin America and Caribbean,Caribbean,Dropped,Caribbean Regional Health Project,The objective of this Project is to strengthen national and regional disease surveillance and public health emergency preparedness a nd response efforts.,,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P162877,,,,,0,,,0,,,Investment Project Financing,B,,,,,,
P169058,Latin America and Caribbean,Republic of Peru,Dropped,Peru - DPL with a Cat DDO III,To support the Government of Peru to strengthen the institutional capacity to reduce and manage the impact of climate and disaster s hocks at the three levels of Government.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P169058,,,,,0,,,0,,,Development Policy Lending,,,,,,,
P169724,Latin America and Caribbean,Republic of Costa Rica,Dropped,Learning for All in Costa Rica,The Projectís Development Objectives are to improve the use of technology (i) in teaching practices and learning environments in sel ected schools and (ii) in the Ministry of Educationís decision-making processes.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P169724,,,,,0,,,0,,,Investment Project Financing,,,,,,,
P149496,Latin America and Caribbean,Federative Republic of Brazil,Dropped,Brazil -Salvador Social Project,"25.	The objectives of the proposed Project are to: (i) increase the access of families living in the Municipality of Salvador to education, health, and social assistance services; (ii) support the implementation of actions and systems to improve the quality of municipal services in the areas of education, health, and social assistance; and (iii) modernize the municipalityís public sector management",,,https://projects.worldbank.org/en/projects-operations/project-detail/P149496,,,,,0,,,0,,,Investment Project Financing,B,,Other Education,Health,Social Protection,,
P174944,Latin America and Caribbean,Republic of Peru,Pipeline,Peru Tourism Project,Support the post-COVID recovery of the tourism industry and strengthen destination development and management in selected provinces of Peru.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P174944,,,,,0,,,0,,,Investment Project Financing,,,,,,,
P178072,Latin America and Caribbean,Federative Republic of Brazil,Pipeline,"Green, Resilient and Inclusive Regeneration of the Central Area of Porto Alegre",To support an inclusive and climate-smart regeneration of Porto Alegre's urban core.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P178072,,,,,0,,,0,,,Investment Project Financing,,,,,,,
P178534,Latin America and Caribbean,Argentine Republic,Pipeline,Climate Resilient Infrastructure for Urban Flood Risk Management,"The PDO is to reduce flood risk in selected cities and improve integrated urban flood risk management in Argentina, and act effectiv ely in case of an eligible crisis or emergency.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P178534,,,,,0,,,0,,,Investment Project Financing,,,,,,,
P171977,Latin America and Caribbean,Federative Republic of Brazil,Dropped,Brazil: Primary Health Care Financing and Organization Reforms,"The Project Development Objective is to support the Brazilian government to improve access, quality and efficiency of public health services by reforming the Sistema ⁄nico de Sa˙de (SUS) Primary Health Care (PHC) financing and organization.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P171977,,,,,0,,,0,,,Program-for-Results Financing,,,,,,,
P179117,Latin America and Caribbean,Republic of Chile,Pipeline,Chile's Water Transition,To strengthen the Borrowerís capacity for WRM and increase water security in targeted areas.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P179117,,,,,0,,,0,,,Program-for-Results Financing,,,,,,,
P179565,Latin America and Caribbean,Commonwealth of Dominica,Pipeline,Dominica: Strengthening Fiscal and Climate Resilience DPC,The objective is to support the Government of the Commonwealth of Dominica in its pursuit of improved climate-resilient growth throu gh: (i) strengthening fiscal resilience; and (ii) strengthening climate resilience.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P179565,,,,,0,,,0,,,Development Policy Lending,,,,,,,
P179822,Latin America and Caribbean,Republic of Colombia,Pipeline,Support to the Bogota Metro Line 2 Project (Series 1),The PDO of the proposed first Project under the series is to improve readiness and start the implementation of the Bogota Metro Line  2 Project.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P179822,,,,,0,,,0,,,Investment Project Financing,,,,,,,
P180092,Latin America and Caribbean,Argentine Republic,Pipeline,Food Security Programs Improvement Project,The development objectives of the project are a) to improve the coverage and adequacy of the Food Benefit program; and b) to enhance  the efficiency and traceability of the community kitchens food programs.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P180092,,,,,0,,,0,,,Investment Project Financing,,,,,,,
P180201,Latin America and Caribbean,Republic of Peru,Pipeline,"Peru Rural Transport Infrastructure, Services and Logistics",To enhance connectivity between rural production hubs and regional logistics corridors or collection centers for the creation and co nsolidation of nontraditional-goodsí value chains.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P180201,,,,,0,,,0,,,Investment Project Financing,,,,,,,
P180462,Latin America and Caribbean,Federative Republic of Brazil,Pipeline,Espiritu Santo Digital Acceleration Project,"To strengthen the digital infrastructure foundations, modernize emergency management, to improve digital public services in the Stat e of Espirito Santo.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P180462,,,,,0,,,0,,,Investment Project Financing,,,,,,,
P056561,Latin America and Caribbean,Republica Bolivariana de Venezuela,Dropped,HIGHER EDUCATION IMPROVEMENT PROJECT,The Project will: (i) increase access to tertiary education for academically qualified but financially needed students; and (ii) promote improved quality and efficiency of both undergraduate and graduate education.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P056561,,,,,0,,,0,,,Specific Investment Loan,C,,Tertiary Education,Central Government (Central Agencies),,,
P057124,Latin America and Caribbean,Argentine Republic,Dropped,Argentina Mining Decontamination Project (PRAMU),"The development objective of this project is to develop the Argentine Atomic Energy National Commission (CNEA)'s environmental management capacity to plan and carry out technically sound remediation interventions at uranium mining and milling sites under the agency's responsibility, in a transparent and cost-effective manner, generating public credibility and participative support.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P057124,,,,,0,,,0,,,Specific Investment Loan,A,,Renewable Energy Biomass,Central Government (Central Agencies),,,
P086535,Latin America and Caribbean,Federative Republic of Brazil,Dropped,Brazil National Electrification Program,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P086535,,,,,0,,,0,,,Specific Investment Loan,B,,Power,,,,
P102839,Latin America and Caribbean,Republic of Colombia,Pipeline,CO San Nicolas Avoided Deforestation,"Task Description This code is being created for the avoided deforestation component of the project;  while P098615 covers the reforestation component.  The Project seeks to actively promote and finance the establishment on abandoned pastures of forestry, agroforestry and sylvopastural systems (Table 1 ), including training and capacity building towards their sustainable management. To date, and after negotiation process with local stakeholders, a forest management plan has been agreed. This plan includes CDM reforestation project activities for a total of eligible land area of 11,352.9 ha, from this area 8,475 ha were considered for plantations in the project (see table 1 and 2). This is due to a) the discount of the land dedicated to firewood plantations and b) a further discount due to changes in landowners preferences. The project considers that this conservative approach is as an additional strategy to ensure the carbon potential expressed in the calculations. The project will be carried out in the sub-region of the valleys of San Nicolas, which is made up of 9 municipalities in the eastern part of the Province of Antioquia, Colombia, which cover 193,000 hectares, of which 72,000 will be used for the development of the project. The sub-region is the hydrographic basin of the rivers Negro and Nare, which supplies water for several hydroelectricity plants that are responsible for generating approximately 33% of the energy used in Colombia. This project formulates a Plan for Sustainable and Participatory Management that was drafted in the course of a consultation, during the last 20 months, with the communities of the region of San Nicolas, Antioquia. The project will be implemented by the Corporation MASBOSQUES, a public-private partnership integrated by the municipalities, the regional environmental authority, the landowners, the regional association of entrepreneurs (CEO) and two research institutions. It is aimed to ensure sustainable development in the region, combining production of timber and non-timber products and payments for environmental services (including carbon sequestration). Board Schedule Comments This code is being created for the avoided deforestation component of the project;  while P098615 covers the reforestation component. The Project seeks to actively promote and finance the establishment on abandoned pastures of forestry, agroforestry and sylvopastural systems (Table 1 ), including training and capacity building towards their sustainable management. To date, and after negotiation process with local stakeholders, a forest management plan has been agreed. This plan includes CDM reforestation project activities for a total of eligible land area of 11,352.9 ha, from this area 8,475 ha were considered for plantations in the project (see table 1 and 2). This is due to a) the discount of the land dedicated to firewood plantations and b) a further discount due to changes in landowners preferences. The project considers that this conservative approach is as an additional strategy to ensure the carbon potential expressed in the calculations. The project will be carried out in the sub-region of the valleys of San Nicolas, which is made up of 9 municipalities in the eastern part of the Province of Antioquia, Colombia, which cover 193,000 hectares, of which 72,000 will be used for the development of the project. The sub-region is the hydrographic basin of the rivers Negro and Nare, which supplies water for several hydroelectricity plants that are responsible for generating approximately 33% of the energy used in Colombia. This project formulates a Plan for Sustainable and Participatory Management that was drafted in the course of a consultation, during the last 20 The project will be implemented by the Corporation MASBOSQUES, a public-private partnership integrated by the municipalities, the regional environmental authority, the landowners, the regional association of entrepreneurs (CEO) and two research institut",,,https://projects.worldbank.org/en/projects-operations/project-detail/P102839,,,,,0,,,0,,,,B,,Forestry,"Agricultural markets, commercialization and agri-business",,,
P074737,Latin America and Caribbean,Federative Republic of Brazil,Dropped,Rural Poverty Reduction Project - Tocantins,"The project aims to assit the state of Tocantins to reduce high levels of rural poverty by : a) improving well-being and income of the rural poor to better access to basic social and economic infrastructure and services and support for productive activities using proven community-driven development techniques. b) increasing the social capital of rural communities c) enhancing local goverment d) fostering closer integration of development policies, programs and projects at the local level. The Project will finance matching grants to rural community associations to finance productive and social sub-projects identified by these groups as priority investmemte that will improve community well-being. After approval of sub-projects by the state technical unit project funds will be dirsursed directly to commmunity associations whcih manage sub-project implementation and maintenance. The Project will also finance technical assitance and training to increase capacity of implementing entities  , including community associations, local goverment and the State Technical Unit. Finally it will also finance incremental cost of project administration and coordiation including supervision, monitoring and impact evaluation.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P074737,,,,,0,,,0,,,Specific Investment Loan,B,,"Other Industry, Trade and Services",Other Transportation,Other Non-bank Financial Institutions,,
P061586,Latin America and Caribbean,United Mexican States,Dropped,Northern Border Community Infrastructure Project (Ciudad Juarez),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P061586,,,,,0,,,0,,,Learning and Innovation Loan,B,,(Historic)Urban transport,,,,
P043405,Latin America and Caribbean,Jamaica,Dropped,Power Sector Infrastructure Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P043405,,,,,,,,,,,Sector Investment and Maintenance Loan,C,,,,,,
P035729,Latin America and Caribbean,Jamaica,Dropped,Parish Infrastructure Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P035729,,,,,,,,,,,Specific Investment Loan,B,,,,,,
P039078,Latin America and Caribbean,Co-operative Republic of Guyana,Dropped,Integrated Primary Health Care Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P039078,,,,,,,,,,,Specific Investment Loan,C,,,,,,
P083872,Latin America and Caribbean,Republic of Ecuador,Dropped,Ecuador Trade Adjustment Assistance Project,"Project is expected to address high priority competitiveness issues in Ecuador, include in relation to export development and foreign direct investment, barriers to market entry, factor markets (labor), information society.  Coming discussions on project identification and preparation work will define this agenda more specifically.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P083872,,,,,0,,,0,,,Specific Investment Loan,C,,"Other Industry, Trade and Services",Other Information and Communications Technologies,,,
P073371,Latin America and Caribbean,United Mexican States,Dropped,State-Level Technical Assistance Loan - I,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P073371,,,,,0,,,0,,,Technical Assistance Loan,C,,Sub-National Government,,,,
P050766,Latin America and Caribbean,Federative Republic of Brazil,Dropped,Renewable Energy for Rural Electrification Pilot Project,"THE PROPOSED PROJECT AIMS TO PROVIDE ELECTRICITY TO DESPERSE RURAL POPULATIONS IN BRAZIL, BASED ON RENEWABLE ENERGY TECHNOLOGY (RET), WITH PARTICIPATION OF THE PRIVATE SECTOR.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P050766,,,,,0,,,0,,,Specific Investment Loan,C,,(Historic)Other power and energy conversion,,,,
P051709,Latin America and Caribbean,Republic of Haiti,Dropped,MAJOR TRUNK RD REHAB,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P051709,,,,,,,,,,,Specific Investment Loan,C,,,,,,
P006965,Latin America and Caribbean,Caribbean,Closed,REGIONAL CEMENT,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006965,,,,,,,,,,,Specific Investment Loan,,,(Historic)Small scale enterprise,,,,
P007617,Latin America and Caribbean,United Mexican States,Closed,LOS NARANJOS AGRIC D,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007617,,,,,,,,,,,Specific Investment Loan,,,(Historic)Agriculture adjustment,,,,
P147951,Latin America and Caribbean,Republic of Ecuador,Dropped,EC  Prosaneamiento Program Support Project,The Project Development Objectives (PDO) for the proposed Project are to increase sustainable access to water supply and sanitationservices in participating GADs (Gobierno AutÛnomo Descentralizados) and to strengthen institutional capacity for improved management and delivery of these services at the national and local level.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P147951,,,,,0,,,0,,,Investment Project Financing,B,,"Other Water Supply, Sanitation and Waste Management","Public Administration - Water, Sanitation and Waste Management",,,
P154145,Latin America and Caribbean,Republic of Colombia,Dropped,CO - Emission Reduction Program (ER Prog.) in the Orinoquia landscape,The Program Development Objective is to promote sustainable land-use and reduce deforestation as well as net greenhouse gas emissions from unsustainable land-use in the defined accounting area of Colombiaís Orinoquia region.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P154145,,,,,0,,,0,,,,B,,Forestry,"Other Agriculture, Fishing and Forestry",,,
P128038,Latin America and Caribbean,Caribbean,Closed,Support and Expand Caribbean Network of Business Incubators,"The objective is to create and grow competitive Micro, Small and Medium Enterpri ses (MSMEs) across the Caribbean region.  The project objective is to create and grow competitive Micro, Small and Medium Enterprises (MSMEs) across the Caribbean region. This will be achieved by helping CBIA to become a regional resource for knowledge sharing on incubation; providing critical assistance through new incubators to MSMEs, incluindg targeted assistance to MSMEs managed by women and to assist MSMEs in more effectively utilizing the talent of female professionals in the region; and promoting intensive peer-to-peer learning through the incubator manager exchange program.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P128038,,,,,0,,,0,,,Investment Project Financing,C,,"Other Industry, Trade and Services",,,,
P172760,Latin America and Caribbean,United Mexican States,Dropped,FONADIN 2.0: National Infrastructure Fund Investment Support Project,Improve the capacity of FONADIN to mobilize commercial financing for infrastructure projects.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P172760,,,,,0,,,0,,,Investment Project Financing,,,,,,,
P172804,Latin America and Caribbean,Republic of Colombia,Pipeline,Colombia Subnational Disaster Risk Management Project,The project objective is to strengthen Colombiaís program for reducing disaster and climate risk at subnational level.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P172804,,,,,0,,,0,,,Development Policy Lending,,,,,,,
P170089,Latin America and Caribbean,Republic of El Salvador,Dropped,Geothermal Energy for a Sustainable Economic Recovery from the Covid-19 crisis in El Salvador,The Development Objective is to increase geothermal power generation capacity and to promote direct uses of geothermal energy in El Salvador.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P170089,,,,,0,,,0,,,Investment Project Financing,,,,,,,
P170360,Latin America and Caribbean,Oriental Republic of Uruguay,Dropped,Montevideo Urban Resilience Project,The Development Objective is to enhance urban resilience and improve living standards in the Pantanoso River Basin in Montevideo.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P170360,,,,,0,,,0,,,Investment Project Financing,,,,,,,
P173570,Latin America and Caribbean,United Mexican States,Dropped,Mexico: Social Housing Support Project,To improve housing quality for vulnerable households in eligible municipalities,,,https://projects.worldbank.org/en/projects-operations/project-detail/P173570,,,,,0,,,0,,,Investment Project Financing,,,,,,,
P174818,Latin America and Caribbean,Republic of Panama,Pipeline,Implementation Support to Panama on PPP Agenda (Guarantee),To mobilize private sector to finance and operation the first transport PPP project.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P174818,,,,,122500000,,,122500000,,,Investment Project Financing,,,,,,,
P167752,Latin America and Caribbean,Republic of Ecuador,Dropped,Ecuador Forest Investment Program,To improve management of forest and agricultural landscapes in selected areas of the coastal provinces.,Ministry of Environment,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P167752,,,,,0,,,0,,Ministry of Finance,Investment Project Financing,B,,,,,,
P167926,Latin America and Caribbean,Republic of Costa Rica,Dropped,Strengthening Statistical Capacity in the Ministry of Public Education,"The development objective of this Project is to strengthen the capacity of MEP (i) to collect and manage high-quality, student-level  education data, (ii) to produce reliable information on key sector challenges using the data, and (iii) to design and carry out ana lysis of the data to inform the design of programs and policies.",Ministry of Public Education,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P167926,,,,,250000,,,250000,,Republic of Costa Rica,Investment Project Financing,B,,,,,,
P166358,Latin America and Caribbean,Argentine Republic,Dropped,Argentina Infrastructure Guarantee Facility for Private Financial Market Funding,"To create a credit enhancement facility for an infrastructure investment fund, in order to attract majority private sector financing  for infrastructure projects contracted under public private partnerships.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P166358,,,,,0,,,0,,,Investment Project Financing,F,,,,,,
