Project Id,Region,Country,Project Status,Project Name,Project Development Objective,Implementing Agency,Consultant Services Required,Project URL,Board Approval Date,Project Closing Date,Last Stage Reached,Financing Type,Current Project Cost,IBRD Commitment,IDA Commitment,Total IDA and IBRD Commitment,Grant Amount,Borrower,Lending Instrument,Environmental Assessment Category,Environmental and Social Risk,Sector 1,Sector 2,Sector 3,Theme 1,Theme 2
P083927,Latin America and Caribbean,Oriental Republic of Uruguay,Closed,First Programmatic Reform Implementation DPL,"In line with priorities set by the government, the proposed Programmatic Reform Implementation Development Policy Loan (PRIDPL I) would support the implementation of reforms in three key areas: (i) tax reform; (ii) the business climate and capital markets; and (iii) the social protection system where the loan builds on the achievements of the Social Program Development Policy Loan (SPDPL). The loan is the second DPL under the FY05-FY10 Country Assistance Strategy (Report No. 31804-UY). The amount of the Loan is to be disbursed in a single tranche upon effectiveness.
  The specific development objective in each of the policy measures are:
 (i) Tax reform.  Reforming the tax system is a core aim of the government program. The development objective of this reform is to improve the efficiency and equity of the tax system, while maintaining government revenues at the level to meet the primary surplus target necessary for macroeconomic stability.
 (ii) Business climate and capital markets development. The development objective of these reforms is to increase the quality and quantity of investment, and thereby contribute to growth. Priority actions include: improvement of capital market promotion and regulation; reform of the current bankruptcy framework which is obsolete; and improvement of information transparency in the corporate and financial sector. 
 (iii) Improving the social protection system. The development objective of the social reforms is to promote social inclusion so that all individuals in society benefit from development and government programs. Priority actions focus on BPS#s efforts to expand non-contributory family allowances program to all eligible households operating in the informal sector and improve the coverage and contributions to the formal social security system.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P083927,2007-05-30T00:00:00Z,6/30/2008,,,100000000,,,100000000,,,Development Policy Lending,,,Central Government (Central Agencies),Public Administration - Social Protection,Law and Justice,,
P104639,Latin America and Caribbean,Federative Republic of Brazil,Closed,RFT Support to GTA Institutional Development,"The objective of the Project is to consolidate the Recipient's institutional, managerial and conmmunications capacity to represent and assist civil society of the Amazon region of the Member Coutry.  The objective of the Project is to consolidate the Recipient's institutional, ma nagerial and conmmunications capacity to represent and assist civil society of t he Amazon region of the Member Coutry.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P104639,2007-05-30T00:00:00Z,12/30/2008,,,550000,,,550000,,,,C,,Forestry,,,,
P097604,Latin America and Caribbean,Oriental Republic of Uruguay,Closed,UY Institutions Building TAL,"The objective is to improve the Borrower’s public sector performance by: (i) supporting its public sector modernization program inthe areas of monitoring and evaluation, performance-based budgeting, e-government, tax administration and statistics; and (ii)strengthening its institutions involved with the design and implementation of public policy reforms in the areas of taxation,promotion of the business environment, and social protection.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P097604,2007-05-30T00:00:00Z,12/31/2016,,,14030000,,,14030000,,,Technical Assistance Loan,C,,Central Government (Central Agencies),Public Administration - Social Protection,Law and Justice,,
P101170,Latin America and Caribbean,Argentine Republic,Closed,Second State Modernization,"The project would contribute to a (i) strengthened capacity of the CCO to carry out its mandate in key public sector management areas for improved coordination, monitoring and evaluation; and to (ii) the increased use of modern e-government, procurement, human resource management and social accountability tools as well as improved capacity for investment promotion.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P101170,2007-05-29T00:00:00Z,12/31/2014,,,20000000,,,20000000,,,Technical Assistance Loan,C,,Central Government (Central Agencies),Sub-National Government,,,
P096469,Latin America and Caribbean,Republic of Chile,Active,Chile Santiago Composting Project,"Task Description This Project is Co-task managed by Roberto G. Aiello  The project will avoid methane emissions by composting solid waste and sewage sludge . Board Schedule Comments The project will avoid methane emissions by composting solid waste and sewage sludge Anticipated ERPA EUR amount: $7,557,000 (fluctuates with the USD FX)to be financed from the Spanish Carbon Fund window (PHT - 2/6/07)",,,https://projects.worldbank.org/en/projects-operations/project-detail/P096469,2007-05-23T00:00:00Z,,,,9900000,,,9900000,,,Investment Project Financing,B,,Waste Management,,,,
P105526,Latin America and Caribbean,Republic of Panama,Closed,Public Policy Reform Technical Assistance Additional Financing Loan,The objective of the Public Policy Reform Technical Assistance Project is to consolidate and deepen the reforms needed to accelerate growth and reduce poverty by: (i)  promoting trade reform and liberalization; (ii) strengthening the Government's economic monitoring  policy formulation and execution capacity; (iii) improving the quality of poverty data and information on social expenditures aimed at increasing the efficiency and targeting of social programs; and (iv) improving the efficiency and transparency in public procurement.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P105526,2007-05-10T00:00:00Z,,,,7100000,,,7100000,,,Technical Assistance Loan,C,,Central Government (Central Agencies),,,,
P104640,Latin America and Caribbean,Federative Republic of Brazil,Closed,RFT Support to COIAB Institutional Development,"The objective of the Project is to strengthen the institutional capacity of the Recipient to effectively manage projects and to participate in the ongoing dialogue about the public policies related to environment, sustainable development and indigenous lands in the Amazon region of Brazil.  The objective of the Project is to strengthen the institutional capacity of the Recipient to effectively manage projects and to participate in the ongoing dialo gue about the public policies related to environment, sustainable development an d indigenous lands in the Amazon region of Brazil.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P104640,2007-05-10T00:00:00Z,9/30/2008,,,270000,,,270000,,,,C,,Forestry,,,,
P097141,Latin America and Caribbean,St. Lucia,Closed,OECS (LC) Skills for Inclusive Growth,"The objective of the first phase (operation) of the APL is to assist the Government of St. Lucia to increase the employability of youth through private-sector driven training.  This objective will be pursued through three means: (i) establishment of a competitive training scheme that finances private sector-driven training and traineeships, (ii) development of an improved policy framework for delivering training by enhancing OECS collaboration in training and introducing occupational standards to increase quality and value of training, and (iii) strengthening institutional capacity to better implement, monitor, and plan training.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P097141,2007-05-08T00:00:00Z,9/15/2013,,,4370000,,,4370000,,,Specific Investment Loan,C,,Workforce Development and Vocational Education,Central Government (Central Agencies),Social Protection,,
P104092,Latin America and Caribbean,Plurinational State of Bolivia,Closed,Bolivia Urban Wastewater Methane Gas Capture,"The project aims to reduce greenhouse gases emissions from urban wastewater treatment facilities in Santa Cruz, Bolivia.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P104092,2007-05-03T00:00:00Z,,,,5000000,,,5000000,"5,000,000",,,,,Sewerage,,,,
P107046,Latin America and Caribbean,Central America,Closed,Carbon Finance Assist (Central America),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P107046,2007-05-02T00:00:00Z,6/30/2009,,,170000,,,170000,,,Specific Investment Loan,C,,"Other Agriculture, Fishing and Forestry",Other Energy and Extractives,Other Transportation,,
P095520,Latin America and Caribbean,Oriental Republic of Uruguay,Closed,UY Promoting Innovation to Enhance Competitiveness,"The Project Development Objective (PDO) is to strengthen Uruguay's capacity to generate, transfer and adapt knowledge and technology by supporting: (i) the institutional framework for science, technology, and innovation (STI); (ii) investments in human capital and high-quality research teams; (iii) technology transfer and private sector innovation; and (iv) cross-sectoral and international research collaboration and mobility of researchers between public institutions and the productive sector.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P095520,2007-05-01T00:00:00Z,6/12/2015,,,32500000,,,32500000,,,Specific Investment Loan,C,,Tertiary Education,"Other Industry, Trade and Services",Central Government (Central Agencies),,
P103517,Latin America and Caribbean,Belize,Closed,TFSCB Grant No. TF057206: Belize Statistical Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P103517,2007-04-30T00:00:00Z,8/31/2010,,,200000,,,200000,,,Technical Assistance Loan,C,,Central Government (Central Agencies),Other Public Administration,,,
P108058,Latin America and Caribbean,Caribbean,Closed,Caribbean Catastrophe Risk Insurance Facility,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P108058,2007-04-26T00:00:00Z,1/16/2012,,,45000000,,,45000000,,,Specific Investment Loan,C,,Insurance and Pension,,,,
P099918,Latin America and Caribbean,Republic of Haiti,Closed,HT Education For All Adaptable Program Grant Phase 1,The PDO is to (a) to improve access and equity of primary education; (b) to operationalize partnerships between public and non public sectors; and (c) to build capacity to assess learning outcomes.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P099918,2007-04-26T00:00:00Z,5/31/2012,,,12420000,,,12420000,,,Adaptable Program Loan,C,,Primary Education,Central Government (Central Agencies),Social Protection,,
P079165,Latin America and Caribbean,Republic of Peru,Closed,PE Sierra Rural Development Project,"The objective of the Project is to assist the Borrower in improving the assets and economic conditions of rural families in selected areas of the Borrower’s Apurímac, Ayacucho, Huancavelica, Junín, Huánuco and Pasco regions.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P079165,2007-04-24T00:00:00Z,6/30/2017,,,34930000,,,34930000,,,Specific Investment Loan,B,,"Other Agriculture, Fishing and Forestry",Other Public Administration,"Agricultural markets, commercialization and agri-business",,
P105027,Latin America and Caribbean,St. Lucia,Closed,Water Supply Infrastructure Improvement Additional Financing,"The Saint Lucia Water Supply Infrastructure Improvement Project will support a s hort term investment program to carry out critical works which are required to a chieve the following objectives: 
  (i)	alleviate the water shortage in the north of the country.  (The infrastructu re works proposed will allow the utility to supply the entire north of the islan d with a more efficient, continuous and reliable service.)
 (ii)	implement urgent investments that will result in additional revenues, reduc e the likelihood of commercial users (important sources of cross-subsidy for poo r consumers) abandoning the system and improve the potential of a successful par tnership between the government and the private sector.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P105027,2007-04-10T00:00:00Z,,,,1840000,,,1840000,,,Specific Investment Loan,B,,Water Supply,,,,
P108718,Latin America and Caribbean,Oriental Republic of Uruguay,Closed,UY Foundations for Statistical Development,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P108718,2007-04-03T00:00:00Z,6/30/2009,,,347200,,,347200,,,Technical Assistance Loan,C,,Other Public Administration,,,,
P104984,Latin America and Caribbean,Argentine Republic,Closed,Buenos Aires Urban Transport -PTUBA - Additional Financing,Help in developing integrated urban transport strategies in Argentina's largest Metropolitan Areas.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P104984,2007-03-27T00:00:00Z,,,,132800000,,,132800000,,,Specific Investment Loan,B,,Urban Transport,Central Government (Central Agencies),Sub-National Government,,
P103491,Latin America and Caribbean,United Mexican States,Closed,SAVINGS AND RURAL FINANCE (BANSEFI) ADDITIONAL FINANCING  PROJECT,"The SCI sector consists of a large number of robust entities which are compliant with the law, financially viable, operationally effective, managerially improved, and have enhanced levels of outreach and access to financial services by the underserved Mexican population.  The objective of the Project is to assist the Borrower in strengthening the SCI sector with SCIs which are compliant with the Popular Savings and Credit Law, financially viable, operationally effective, managerially sound, technologically upgraded, and providing an enhanced level of outreach and access to financial services by the underserved Mexican populations.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P103491,2007-03-21T00:00:00Z,,,,34800000,,,34800000,,,Specific Investment Loan,C,,Banking Institutions,Other Non-bank Financial Institutions,,,
P089011,Latin America and Caribbean,Federative Republic of Brazil,Closed,BR Municipal APL1: Uberaba,Not applicable.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P089011,2007-03-21T00:00:00Z,12/31/2012,,,77340000,,,77340000,,,Adaptable Program Loan,A,,Sanitation,"Other Water Supply, Sanitation and Waste Management",Water Supply,,
P064918,Latin America and Caribbean,Republic of Panama,Closed,Rural Productivity Project,"To contribute to increased productivity among organized rural small-scale producers, through their participation in productive alliances, while ensuring the sustainable use of natural resources and the conservation of globally important biodiversity.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P064918,2007-03-21T00:00:00Z,1/27/2015,,,46900000,,,46900000,,,Specific Investment Loan,B,,"Agricultural markets, commercialization and agri-business","Other Agriculture, Fishing and Forestry","Agricultural Extension, Research, and Other Support Activities",,
P107550,Latin America and Caribbean,Plurinational State of Bolivia,Closed,Pilot Project of Millenium Development Goals for Municipal Management,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P107550,2007-03-15T00:00:00Z,3/31/2008,,,119075,,,119075,"120,000",,Technical Assistance Loan,C,,Sub-National Government,,,,
P104507,Latin America and Caribbean,Republic of Colombia,Closed,Additional Financing for Colombia Social Safety Net Project (Ln. 7337),The project development objective is to strengthen the country's social safety net by consolidating and expanding the successfu l Familias en Accion Conditional Cash Transfer program and improving the monitoring and evaluation of the country's safety net portfolio.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P104507,2007-03-15T00:00:00Z,,,,145100000,,,145100000,,,Specific Investment Loan,C,,Social Protection,,,,
P096965,Latin America and Caribbean,Republic of Colombia,Closed,La Guajira Water & Sanitation Infrastructure and Service Management Project,"The Project Development Objective (PDO) is ""to improve the quality of water supply and sanitation services in urban, peri-urban, and  rural areas of the Borrower’s territory by: (a) supporting utility institutional performance through the use of ""specialized operat ors""; and (b) delivering the necessary water and sanitation infrastructure.”",,,https://projects.worldbank.org/en/projects-operations/project-detail/P096965,2007-03-15T00:00:00Z,4/16/2018,,,158200000,,,158200000,,,Investment Project Financing,B,,Water Supply,Sanitation,Sub-National Government,,
P094539,Latin America and Caribbean,Organization of Eastern Caribbean States,Closed,OECS-Catastrophe Insurance,The development objective of the project is to reduce the participating country's financial vulnerability to natural disasters (earthquakes and hurricanes).  This is being achieved through the provision of financing to allow these countries to join the Caribbean Catastrophe Risk Insurance Facility and the purchase of financial protection against catastrophic hurricane and/or earthquake losses.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P094539,2007-03-08T00:00:00Z,12/31/2010,,,14200000,,,14200000,,,Specific Investment Loan,C,,Insurance and Pension,,,,
P104690,Latin America and Caribbean,Republic of Haiti,Closed,Haiti Catastrophe Insurance,"The development objective of the project is to reduce the country financial vulnerability to natural disasters (earthquakes and hurricanes) of Haiti.  This will be achieved through the establishment of the Caribbean Catastrophe Risk Insurance Facility (CCRIF) and the financing of catastrophe insurance coverage from the Facility.
 
 The project aims to allow Haiti to join the CCRIF and benefit from financial protection against catastrophic earthquake and/or hurricane events.  Without this grant, it is unlikely Haiti would join this pilot initiative that represents the first entity created to protect small island states from the financial impact of natural disasters.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P104690,2007-03-08T00:00:00Z,12/31/2010,,,9000000,,,9000000,,,Specific Investment Loan,C,,Insurance and Pension,,,,
P089898,Latin America and Caribbean,Republic of Guatemala,Closed,EDUCATION QUALITY AND SECONDARY EDUCATION,"The objective of the Project is to improve access to a quality lower secondary education for low income students, especially indigenous communities, through improved primary education completion rates for overage students, strengthened flexible lower secondary education modalities and school management.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P089898,2007-03-06T00:00:00Z,11/30/2015,,,100000000,,,100000000,,,Specific Investment Loan,C,,Secondary Education,Other Public Administration,Primary Education,,
P094869,Latin America and Caribbean,Commonwealth of Dominica,Closed,Growth and Social Protection Technical Assistance Credit,The GSPTAP's development objective is to enhance the Government's effectiveness to deliver public goods and services by strengthening the institutional capacity of key agencies to facilitate Dominica's private sector competitiveness and productivity and to provide targeted social assistance to reduce poverty.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P094869,2007-02-27T00:00:00Z,12/31/2010,,,2600000,,,2600000,,,Technical Assistance Loan,C,,Central Government (Central Agencies),,,,
P099051,Latin America and Caribbean,Argentine Republic,Closed,AR Santa Fe Road Infrastructure,"The overall purpose of the project is to improve transport conditions along a strategic road corridor that links the Province of Santa Fe with regional and international markets. Adding capacity to National Road 19, a key component of a major bi-oceanic corridor that links the PSF and the Center Region with Chile and Brazil will reduce logistics costs, facilitate access to major regional consumption and export markets and foster the effective economic integration of the Center Region provinces",,,https://projects.worldbank.org/en/projects-operations/project-detail/P099051,2007-02-13T00:00:00Z,6/30/2012,,,173100000,,,173100000,,,Specific Investment Loan,B,,Rural and Inter-Urban Roads,Central Government (Central Agencies),,,
P089793,Latin America and Caribbean,Federative Republic of Brazil,Closed,State Pension Reform II TAL,"Upgrade state pension management (RPPS system for civil servants) thereby significantly reducing unwarranted pension claims, improving financial sustainability, strengthening state and federal institutions, and building reform constituencies.  See attachment for detailed Results Monitoring",,,https://projects.worldbank.org/en/projects-operations/project-detail/P089793,2007-02-13T00:00:00Z,12/31/2011,,,10000000,,,10000000,,,Technical Assistance Loan,C,,Sub-National Government,Central Government (Central Agencies),Law and Justice,,
P100738,Latin America and Caribbean,Republic of Colombia,Closed,CO: Caribbean Savannah Carbon Sink project,"The project development objective is to pilot the use of carbon sinks (through sylvopastoral and reforestation systems) to arrest the process of land degradation in the coastal plains of the country (focused on 2200 ha of the Caribbean Savannah ecosystem). This will be achieved through schemes that include: growing trees in pastures, introducing live fences, growing fodder banks, promote direct reforestation and secondary forest regeneration. The improved productivity will increase the storage of carbon both above- and below-ground.
  The project also contributes to improvements in the quality of life of local impoverished Zenu indigenous population, and Afro-Colombian communities, through the labor and forest product revenues related to the reforestation program as well as a fraction of the of the carbon revenues as incentive for sustainable ecosystem management. The increase in carbon sink will not change the nature of the Savannah ecosystem. The reforestation will be implemented in traditional forest areas around the piedmont of the Andes. The BioCarbon Fund intends to purchase around 200,000 t CO2e in carbon sinks. A letter of intention has already been signed. A letter of no objection from the Designated National Authority has also been received. The project has also the endorsement of the BCF Committee and has been vetted by the Sector Manager for LCSEN.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P100738,2007-02-07T00:00:00Z,12/31/2017,,,5300000,,,5300000,,,,B,,"Agricultural Extension, Research, and Other Support Activities",,,,
P100564,Latin America and Caribbean,Republic of Haiti,Closed,Haiti Economic Governance Reform Operation II,"This DPL supports the Government's policy reforms aimed at: (a) promoting efficiency, transparency, and accountability in public resource use through public financial management and procurement reforms; (b) strengthening the public sector's human resource management and employees'accountability; (c) improving efficiency and transparency in public infrastructure management; and (d) supporting governance reforms in the education sector to promote accountability and transparency in the use of public education funds. The operation would also support ongoing efforts to help create a culture of public participation in the monitoring of economic governance reforms.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P100564,2007-01-30T00:00:00Z,12/30/2009,,,23000000,,,23000000,,,Development Policy Lending,,,Central Government (Central Agencies),Non-Renewable Energy Generation,Other Transportation,,
P089839,Latin America and Caribbean,Republic of Haiti,Closed,HT Rural Water and Sanitation Project,"Development Objective: Increase access to and use of water supply and sanitation services in participating rural communities. 
  
 Specific Objectives: 
 ?	Increase the sustained and effective use of safe drinking water in participating communities; 
 ?	Improve use of sanitation and hygiene practices in participating communities; 
 ?	Strengthen the capacity of the implementing agency, local water committees, and professional operators in cooperation with local government. 
 Given low capacity in the Haitian public sector and previous implementation experience with Bank projects in Haiti, (i) project design has been kept very simple, (ii) substantial capacity building has been included, and (iii) objectives have been kept modest. At the same time, coordination with other stakeholders (government agencies, donors, and NGOs) is being actively sought beyond the partnership with IDB, which is financing this project in parallel. 
 Key indicators will be: Number of beneficiaries gaining access to and using sustainable   water systems  in participating localities, and number of beneficiaries gaining access to and using basic sanitation systems  in participating localities",,,https://projects.worldbank.org/en/projects-operations/project-detail/P089839,2007-01-30T00:00:00Z,12/31/2011,,,5000000,,,5000000,,,Specific Investment Loan,B,,Water Supply,Sanitation,Social Protection,,
P102316,Latin America and Caribbean,Argentine Republic,Closed,Additional Financing Argentina Provincial Agricultural Development Project - Ln. 7425-0 AR,"1. To increase and diversify agricultural production and exports through intensifying land use, increasing productivity per hectare, and introducing new crops and modern varieties.  2. To increase and stabilize the agricultural incomes of about 120,000 small and medium-sized commercial farms. 3. To improve the effectiveness of basic agricultural support services to increase the international competitiveness of agricultural products, by introducing new and more productive technologies, increasing quality and improving sanitary conditions of products, and eradicating diseases that limit access to international markets. 4. To improve rural productive infrastructure to reduce production and marketing costs, through a significant reduction in the risk of losses (crops, livestock, equipment and facilities), as well as more efficient use and better conservation and management of natural resources. 5. To strengthen national and provincial institutional capacity to formulate and analyze sectoral development policy, as well as to identify, prepare and implement investment projects. 6.  To rationalize public investments and promote an expanded private sector role (e.g., farmers' organizations, NGOs, and service providers) in agricultural development. 7.  Improve maternal and child health through the delivery of quality services, and to strengthen disease surveillance and control activities, all for purposes of reducing the acute risk of disease in the Borrower's territory.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P102316,2007-01-23T00:00:00Z,,,,44800000,,,44800000,,,Specific Investment Loan,A,,Other Public Administration,Energy Transmission and Distribution,Irrigation and Drainage,,
P091407,Latin America and Caribbean,Federative Republic of Brazil,Closed,BR Lages Woodwaste Cogeneration,"The objective of the Project is to reduce emissions by generating energy from renewable sources by (i) substituting electricity produced by thermal plants with electricity from renewable sources, using wood waste from existing wood processing units and other wood residues from legal sources in the State of Santa Catarina, and (ii) avoiding methane emissions from wood waste piles, currently landfilled in most cases in an environmental harmful manner.  However this project only claims emission reduction credits from the avoidance of methane emissions from wood waste piles, and not from electricity generation through biomass.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P091407,2007-01-18T00:00:00Z,12/30/2013,,,28000000,,,28000000,"7,500,000",,Specific Investment Loan,B,,Renewable energy,,,,
P104455,Latin America and Caribbean,Mercosur,Closed,Stregthening of the Southern Agricultural Council (Consejo Agropecuario del Sur) CAS for Avian Flu Preparedness,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P104455,2006-12-22T00:00:00Z,3/31/2010,,,500000,,,500000,,,Emergency Recovery Loan,C,,"Other Agriculture, Fishing and Forestry",Fisheries,Livestock,,
P100154,Latin America and Caribbean,Federative Republic of Brazil,Closed,BR AF for the Federal Water Resources Management Project,"Promote rational and sustainable use and participatory management of water resources in Brazil in general, and in the Northeast in particular.  The project, which complements other Bank-supported initiatives in the water sector including those in Northeastern states of Bahia and Ceará, would help establish Federal and  State regulatory and institutional frameworks.  Once in place these changes would help formulate and implement efficient and sustainable water resources management policies and plans by: (i) strengthening relevant federal and state institutions; (ii) decentralizing water resources management to river basin committees and local water user associations (WUAs); (iii) developing mechanisms and institutional arrangements to promote efficient use of resource, allocation and enforcement of water use rights; and (iv) setting up a well-coordinated monitoring and evaluation system to track project performance and assessment of its impact on beneficiaries.  Provide reliable and sustainable access to water for domestic, municipal , and other uses in priority river basins in the Northeast, by: (i) supporting the construction and/or installation of storage/conveyance structures and distribution networks to optimize the storage, delivery, and use of  water supplies within selected areas with high concentration of poor rural households; and (ii) establishing sustainable administration, operation and maintenance (A, O&M) systems for water supply infrastructure, including sound and efficient cost-recovery mechanisms. Project-financed infrastructure investments in bulk water supply, by ensuring an increased year-round water supply for human consumption and productive purposes, would provide sustainable and reliable supplies of water to rural and semi-urban populations of the Northeast, and reduce the vulnerability of this region's economy, to cyclical and prolonged droughts. This would lead to significant improvements in the standards of living, health and sanitation of beneficiary populations, and would enhance local employment opportunities. With the creation of the National Water Agency (ANA) in December 2000, the project has also supported the consolidation of ANA and its institutional strengthening as one of its main objectives.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P100154,2006-12-19T00:00:00Z,,,,200000000,,,200000000,,,Specific Investment Loan,A,,Water Supply,Sub-National Government,Central Government (Central Agencies),,
P101335,Latin America and Caribbean,Republic of Peru,Closed,Fiscal Management and Competitiveness Development Policy Loan,"The proposed DPL is the first in a series of possibly three or four loans supporting the GoP#s reform plan to improve the functioning of Peru#s public sector institutions and business environment.  The loan focuses on two broad areas of policy reform:
  #	Efficiency and Quality of Fiscal Management
 #	Competitiveness
 In each of these areas, the GoP has committed to a detailed series of important policy measures as part of an integrated strategy to progressively reform fiscal administration, public spending and the business climate in ways that will lead to specific results that have a broad impact on growth and will be difficult to reverse.
 In the short term, the DPL will have the twin benefits of:
 #	Strengthening the GoP#s fiscal position with timely budget financing at reasonable terms; and 
 #	Supporting the GoP#s public sector and competitiveness reform agenda.
 In the medium and long term, reforms supported by the proposed loan series will solidify Peru#s overall fiscal framework, improve the efficiency and quality of public sector spending, and reduce bottlenecks to faster economic growth.  This will in turn result in budgetary savings that can be directed toward priority poverty programs; more and higher quality public services for the citizenry; and more sustainable and broad-based growth.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P101335,2006-12-19T00:00:00Z,12/31/2007,,,200000000,,,200000000,,,Development Policy Lending,,,Central Government (Central Agencies),"Other Industry, Trade and Services",Sub-National Government,,
P095570,Latin America and Caribbean,Republic of Peru,Closed,Peru Decentralized Rural Transport Project,"The project aims at improving access of rural households and entrepreneurs to goods, social services and income generating opportunities through reduced transport costs and better rural transport infrastructure and through piloting, in 15 provinces, specific incentives aiming at promoting greater complementarities and bundling of rural infrastructure interventions at the provincial level.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P095570,2006-12-19T00:00:00Z,12/31/2013,,,150000000,,,150000000,,,Specific Investment Loan,B,,Rural and Inter-Urban Roads,Sub-National Government,Central Government (Central Agencies),,
P101124,Latin America and Caribbean,Oriental Republic of Uruguay,Closed,Uruguay Additional Financing Foot & Mouth Disease Emergency Recovery Loan - Ln. 7421-0 UY,"The objectives of the scaling-up of additional financing activities are in line with the original project development objectives (see above), while the inclusio n of activities encompassing non-FMD diseases required the addition of a new obj ective: to prevent the introduction of other transboundary animal diseases of ma jor economic importance.  
  The formally revised project objectives are: (a) to contain and mitigate the imp act of the outbreak of FMD in the Borrower#s territory through: (i) vaccination of cattle; (ii) strengthening of the monitoring and surveillance capacity of the  Borrower to prevent future outbreaks from spreading beyond the directly affecte d area; and (iii) identification of alternative markets for the beef produced in  the Borrower#s territory in the short-run and restoring the Borrower#s presence  in the premium beef market in the long-run; and (b) to prevent the introduction  of other trans-boundary animal diseases of large economic importance.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P101124,2006-12-19T00:00:00Z,,,,9550000,,,9550000,,,Specific Investment Loan,B,,Central Government (Central Agencies),"Agricultural Extension, Research, and Other Support Activities",Fisheries,,
P110469,Latin America and Caribbean,Latin America,Closed,COMplus,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P110469,2006-12-18T00:00:00Z,10/31/2012,,,1078000,,,1078000,,,Technical Assistance Loan,C,,Media,Other Information and Communications Technologies,,,
P087106,Latin America and Caribbean,Republic of Guatemala,Closed,LAND ADMINISTRATION II APL,The objective of the Project is to foster the process of achieving land tenure security in the Project Area through the provision of efficient and accessible cadastral and land administration services.,"Registro de Informacion Catastral (RIC), Registro de Informacion Catastral",,https://projects.worldbank.org/en/projects-operations/project-detail/P087106,2006-12-14T00:00:00Z,9/1/2015,,,62300000,,,62300000,,Ministry of Finance and Public Credit,Adaptable Program Loan,B,,Central Government (Central Agencies),Sub-National Government,,,
P082651,Latin America and Caribbean,Federative Republic of Brazil,Closed,BR APL 1 Para Integrated Rural Dev,The Project development objective is to build conditions in which the rural poor of Para can increase their incomes in a sustainable and secure environment.,Secretaria Especial de Desenvolvimento Econômico e Incentivo à Produção - SEDIP,,https://projects.worldbank.org/en/projects-operations/project-detail/P082651,2006-12-12T00:00:00Z,12/31/2014,,,62842610,,,62842610,,,Adaptable Program Loan,A,,"Other Agriculture, Fishing and Forestry","Other Industry, Trade and Services",Water Supply,,
P080104,Latin America and Caribbean,United Mexican States,Closed,MEXICO - Wind Umbrella,Reduce greenhouse gases emissions from power generation in Mexico and promote investment in wind energy in Mexico to diversify the sources of power generation in the country.,,,https://projects.worldbank.org/en/projects-operations/project-detail/P080104,2006-12-12T00:00:00Z,6/30/2020,,,72285000,,,72285000,"12,290,000",,Investment Project Financing,B,,Renewable Energy Biomass,Renewable Energy Geothermal,Renewable Energy Solar,,
P094495,Latin America and Caribbean,Oriental Republic of Uruguay,Closed,Uruguay - Montevideo Landfill Gas Recovery Project,"The development objective of the Montevideo Landfill Gas Recovery Project is to reduce emissions of greenhouse gases (GHGs) from the landfill (mainly methane, CH4), which would, in the absence of the project’s collection and flaring system have been emitted into the atmosphere contributing to the damaging effects of climate change. The delivery of ERs to the Bank according to the delivery schedule agreed upon in the Emissions Reductions Purchase Agreement (ERPA) will be the results indicator that is going to be monitored by the Bank over time.",,,https://projects.worldbank.org/en/projects-operations/project-detail/P094495,2006-12-05T00:00:00Z,12/31/2012,,,9928801,,,9928801,"9,930,000",,Specific Investment Loan,B,,Waste Management,,,,
